 Rnk, Player Name, School, Conf, Games Played, Cmp (passing), Att (passing),  Percent (passing),  Yards (passing),  Avg Yards (passing),AY/A (passing),TD (passing), Interceptins (passing), Rate (passing), Att (rushing), Yds (rushing), Avg Yards (rushing), TD (rushing), Year
47,John Paye,Stanford,Pac-10,11,271,405,66.9,2589,6.4,5.4,10,13,122.3,74,-40,-0.5,5,1985
48,Mike Greenfield,Northwestern,Big Ten,11,199,335,59.4,2152,6.4,5.1,5,12,111.1,168,70,0.4,4,1985
49,Alfred Jenkins,Arizona,Pac-10,11,150,278,54.0,1767,6.4,5.2,7,10,108.5,95,130,1.4,2,1985
50,Kevin Brown,California,Pac-10,11,122,227,53.7,1447,6.4,4.5,6,12,105.4,66,-52,-0.8,0,1985
51,Ron Fillmore,Central Michigan,MAC,8,94,185,50.8,1191,6.4,3.8,7,14,102.2,75,110,1.5,0,1985
52,Bill Byrne,Navy,Ind,11,151,269,56.1,1694,6.3,5.1,8,11,110.7,29,-63,-2.2,1,1985
53,Jeff Wickersham,LSU,SEC,11,209,346,60.4,2145,6.2,5.3,5,9,112.0,68,-61,-0.9,1,1985
54,Kevin Anthony,North Carolina,ACC,11,142,249,57.0,1546,6.2,4.7,11,13,113.3,43,-143,-3.3,2,1985
55,Steve Beuerlein,Notre Dame,Ind,11,107,214,50.0,1335,6.2,3.8,3,13,94.9,43,-19,-0.4,1,1985
56,Don Majkowski,Virginia,ACC,11,95,199,47.7,1233,6.2,5.1,7,8,103.4,87,295,3.4,6,1985
57,Marshall Taylor,Northern Illinois,MAC,11,94,186,50.5,1162,6.2,4.3,4,10,99.4,184,438,2.4,6,1985
58,Jim Miller,New Mexico State,PCAA,10,179,338,53.0,2024,6.0,4.1,7,17,100.0,126,222,1.8,3,1985
59,Ronnie Williams,Oklahoma State,Big 8,10,141,291,48.5,1757,6.0,4.6,8,13,99.3,61,-76,-1.2,1,1985
60,John Shaffer,Penn State,Ind,11,103,228,45.2,1366,6.0,4.7,8,10,98.3,51,-43,-0.8,4,1985
61,Doug Allen,San Jose State,PCAA,11,142,290,49.0,1717,5.9,4.0,4,14,93.6,89,242,2.7,1,1985
62,Danny Sparkman,Memphis,Ind,11,142,272,52.2,1606,5.9,4.7,9,11,104.6,70,37,0.5,0,1985
63,Hugh Millen,Washington,Pac-10,10,158,264,59.8,1565,5.9,4.0,6,14,106.5,27,-78,-2.9,0,1985
64,Ed Rubbert,Louisville,Ind,11,120,256,46.9,1475,5.8,4.0,5,12,92.3,31,-185,-6.0,1,1985
65,Joe Gagliardi,Rutgers,Ind,9,128,220,58.2,1273,5.8,3.9,6,12,104.9,42,-59,-1.4,0,1985
66,John Congemi,Pitt,Ind,11,122,241,50.6,1377,5.7,4.2,6,11,97.7,69,-30,-0.4,4,1985
67,David Rascoe,Texas Christian,SWC,10,71,165,43.0,941,5.7,3.6,5,10,88.8,101,50,0.5,0,1985
68,Brian McDonald,Wichita State,MVC,11,129,270,47.8,1497,5.5,5.5,9,4,102.4,64,42,0.7,4,1985
69,Dennis Swearingen,Ohio,MAC,11,195,383,50.9,2056,5.4,3.0,13,26,93.6,104,-114,-1.1,2,1985
70,Todd Greenwood,Virginia Tech,Ind,11,85,169,50.3,919,5.4,3.9,7,9,99.0,46,-3,-0.1,3,1985
71,A.J. Sager,Toledo,MAC,9,130,253,51.4,1335,5.3,3.5,4,12,91.4,34,-122,-3.6,0,1985
72,Alex Espinoza,Iowa State,Big 8,11,159,330,48.2,1704,5.2,3.9,8,13,91.7,91,-133,-1.5,2,1985
73,Alex Espinoza,Iowa State,Big 8,11,159,330,48.2,1704,5.2,3.9,8,13,91.7,91,-133,-1.5,2,1985
74,Brad Ipsen,Utah State,PCAA,11,78,182,42.9,851,4.7,2.2,2,11,73.7,49,-17,-0.3,0,1985
75,Eric Hochberg,Rutgers,Ind,9,79,169,46.7,752,4.4,3.1,4,7,83.6,12,-20,-1.7,0,1985
1,Jim Harbaugh,Michigan,Big Ten,13,180,277,65.0,2729,9.9,8.8,10,11,151.7,94,118,1.3,8,1986
2,Vinny Testaverde,Miami (FL),Ind,11,175,276,63.4,2557,9.3,9.7,26,9,165.8,46,-103,-2.2,4,1986
3,Todd Ellis,South Carolina,Ind,11,205,340,60.3,3020,8.9,7.1,20,22,141.4,96,-45,-0.5,3,1986
4,Dave Yarema,Michigan State,Big Ten,11,200,297,67.3,2581,8.7,8.1,16,11,150.7,42,-222,-5.3,0,1986
5,Steve Beuerlein,Notre Dame,Ind,11,151,259,58.3,2211,8.5,8.3,13,7,141.2,53,35,0.7,1,1986
6,Lee Saltz,Temple,Ind,11,117,203,57.6,1729,8.5,8.1,12,7,141.8,85,-14,-0.2,2,1986
7,Jeff Francis,Tennessee,SEC,11,150,233,64.4,1946,8.4,8.0,9,6,142.1,38,-91,-2.4,0,1986
8,Kevin Sweeney,Fresno State,PCAA,11,160,284,56.3,2363,8.3,8.0,15,9,137.3,111,-186,-1.7,1,1986
9,Ed Blount,Washington State,Pac-10,11,117,227,51.5,1882,8.3,7.1,11,11,127.5,119,183,1.5,3,1986
10,Ned James,New Mexico,WAC,12,125,215,58.1,1777,8.3,7.9,14,8,141.6,150,527,3.5,4,1986
11,Jeff Van Raaphorst,Arizona State,Pac-10,12,160,269,59.5,2181,8.1,7.5,17,11,140.3,44,31,0.7,0,1986
12,Shawn Halloran,Boston College,Ind,11,159,258,61.6,2090,8.1,8.4,17,6,146.8,44,-40,-0.9,0,1986
13,James Jackson,Georgia,SEC,10,100,181,55.2,1475,8.1,7.7,9,6,133.5,108,410,3.8,4,1986
14,Mark Vlasic,Iowa,Big Ten,12,108,180,60.0,1456,8.1,8.1,11,5,142.6,18,-116,-6.4,1,1986
15,Cody Carlson,Baylor,SWC,11,157,287,54.7,2284,8.0,6.5,10,14,123.3,107,356,3.3,3,1986
16,Mark Maye,North Carolina,ACC,11,110,176,62.5,1401,8.0,7.6,10,6,141.3,57,96,1.7,2,1986
17,Tommy Hodson,LSU,SEC,11,175,288,60.8,2261,7.9,7.9,19,8,142.9,33,-42,-1.3,0,1986
18,Ron Adams,Eastern Michigan,MAC,11,151,251,60.2,1995,7.9,7.9,13,6,139.2,78,50,0.6,0,1986
19,Steve Lindsley,Brigham Young,WAC,12,180,287,62.7,2247,7.8,5.8,12,18,129.7,99,-90,-0.9,3,1986
20,Jim Karsatos,Ohio State,Big Ten,13,145,272,53.3,2122,7.8,7.1,13,10,127.3,47,128,2.7,3,1986
21,Mike Perez,San Jose State,PCAA,12,249,421,59.1,3225,7.7,6.7,17,17,128.7,45,25,0.6,0,1986
22,Sammy Garza,UTEP,WAC,12,258,410,62.9,3140,7.7,6.6,21,19,134.9,93,-138,-1.5,3,1986
23,Danny McCoin,Cincinnati,Ind,11,237,369,64.2,2831,7.7,7.0,13,11,134.3,70,-246,-3.5,3,1986
24,Dan Henning,Maryland,ACC,11,196,353,55.5,2725,7.7,7.2,15,11,128.2,65,-44,-0.7,1,1986
25,Terry Morris,Miami (OH),MAC,12,193,308,62.7,2365,7.7,7.5,19,10,141.0,24,-65,-2.7,0,1986
26,Erik Kramer,North Carolina State,ACC,11,145,277,52.3,2092,7.6,6.0,14,16,120.9,74,79,1.1,5,1986
27,Terrence Jones,Tulane,Ind,11,159,284,56.0,2124,7.5,7.1,10,7,125.5,158,547,3.5,8,1986
28,Jeff Burger,Auburn,SEC,11,126,222,56.8,1671,7.5,6.1,9,11,123.5,26,-98,-3.8,1,1986
29,John Shaffer,Penn State,Ind,11,114,204,55.9,1510,7.4,7.4,9,4,128.7,53,-67,-1.3,3,1986
30,Dave Kramme,Indiana,Big Ten,12,98,180,54.4,1334,7.4,6.3,6,7,119.9,82,70,0.9,1,1986
31,Todd Santos,San Diego State,WAC,11,218,350,62.3,2553,7.3,6.7,14,11,130.5,74,-324,-4.4,1,1986
32,Chris Chandler,Washington,Pac-10,11,160,275,58.2,1994,7.3,6.6,20,13,133.6,58,113,1.9,4,1986
33,Steve Stallworth,UNLV,PCAA,11,135,256,52.7,1869,7.3,6.5,14,11,123.5,53,-134,-2.5,1,1986
34,Erik Chapman,Virginia Tech,Ind,11,113,222,50.9,1627,7.3,7.0,10,6,121.9,86,-44,-0.5,2,1986
35,Hue Jackson,Pacific,PCAA,11,89,199,44.7,1455,7.3,5.8,10,11,111.7,137,417,3.0,5,1986
36,Larry Egger,Utah,WAC,11,232,382,60.7,2761,7.2,7.3,21,9,134.9,46,-136,-3.0,0,1986
37,Bobby Watters,SMU,SWC,11,154,285,54.0,2041,7.2,5.7,13,15,118.7,86,74,0.9,2,1986
38,Kevin Murray,Texas A&M,SWC,11,212,349,60.7,2463,7.1,7.0,17,8,131.5,44,-115,-2.6,1,1986
39,Gregg Tipton,Hawaii,WAC,12,211,377,56.0,2645,7.0,5.5,11,18,115.0,75,-97,-1.3,1,1986
40,Kelly Stouffer,Colorado State,WAC,11,205,374,54.8,2604,7.0,5.7,7,14,112.0,56,-214,-3.8,1,1986
41,Chris Miller,Oregon,Pac-10,11,216,356,60.7,2503,7.0,6.1,12,13,123.6,74,46,0.6,2,1986
42,Rodney Peete,USC,Pac-10,12,160,305,52.5,2138,7.0,5.5,10,15,112.3,103,124,1.2,3,1986
43,John Congemi,Pitt,Ind,11,165,293,56.3,2048,7.0,6.8,11,6,123.3,51,-5,-0.1,2,1986
44,Jeff Graham,Long Beach State,PCAA,11,245,426,57.5,2921,6.9,6.0,20,17,122.6,71,-396,-5.6,0,1986
45,Wade Kosakowski,Ball State,MAC,11,137,212,64.6,1459,6.9,5.8,6,8,124.2,31,-149,-4.8,1,1986
46,Don Majkowski,Virginia,ACC,9,104,199,52.3,1375,6.9,4.9,7,12,109.8,66,102,1.5,1,1986
47,Bret Stafford,Texas,SWC,11,176,329,53.5,2233,6.8,5.5,12,15,113.4,89,239,2.7,3,1986
48,Alex Espinoza,Iowa State,Big 8,11,153,299,51.2,2023,6.8,6.3,15,10,117.9,78,-4,-0.1,2,1986
49,Alex Espinoza,Iowa State,Big 8,11,153,299,51.2,2023,6.8,6.3,15,10,117.9,78,-4,-0.1,2,1986
50,Don McPherson,Syracuse,Ind,11,142,269,52.8,1827,6.8,6.5,12,7,119.4,191,523,2.7,6,1986
51,Alfred Jenkins,Arizona,Pac-10,11,118,232,50.9,1573,6.8,5.9,10,9,114.3,59,167,2.8,2,1986
52,Mike Gundy,Oklahoma State,Big 8,9,117,225,52.0,1525,6.8,6.5,8,5,116.2,57,-102,-1.8,1,1986
53,Mike Elkins,Wake Forest,ACC,10,205,380,53.9,2541,6.7,5.8,17,15,117.0,20,-98,-4.9,0,1986
54,Matt Stevens,UCLA,Pac-10,12,150,280,53.6,1869,6.7,5.9,11,10,115.5,51,-80,-1.6,1,1986
55,Mike Greenfield,Northwestern,Big Ten,11,126,250,50.4,1653,6.6,5.0,7,12,105.6,109,418,3.8,3,1986
56,Ronnie Barber,Cal State Fullerton,PCAA,12,134,246,54.5,1613,6.6,5.3,14,13,117.8,89,71,0.8,3,1986
57,Don Smith,Mississippi State,SEC,11,120,244,49.2,1609,6.6,5.4,10,11,109.1,159,740,4.7,6,1986
58,Rickey Foggie,Minnesota,Big Ten,11,87,191,45.5,1265,6.6,5.8,8,7,107.7,117,349,3.0,7,1986
59,John Paye,Stanford,Pac-10,12,217,349,62.2,2261,6.5,5.9,14,11,123.5,69,-72,-1.0,2,1986
60,Mark Comalander,Rice,SWC,11,116,219,53.0,1430,6.5,4.2,8,15,106.2,36,-47,-1.3,2,1986
61,Mark Young,Ole Miss,SEC,11,87,178,48.9,1154,6.5,4.9,8,10,106.9,64,100,1.6,4,1986
62,Chris Conklin,Western Michigan,MAC,11,127,261,48.7,1668,6.4,4.6,11,15,104.8,35,-128,-3.7,1,1986
63,Bill Byrne,Navy,Ind,11,121,229,52.8,1463,6.4,4.9,10,12,110.4,19,-86,-4.5,1,1986
64,Bill Ransdell,Kentucky,SEC,11,151,256,59.0,1610,6.3,4.9,3,9,108.6,91,30,0.3,1,1986
65,Kerwin Bell,Florida,SEC,9,131,242,54.1,1515,6.3,5.2,10,10,112.1,37,-148,-4.0,2,1986
66,Mike Shula,Alabama,SEC,12,127,235,54.0,1486,6.3,4.6,13,15,112.6,47,16,0.3,1,1986
67,Mike Timko,West Virginia,Ind,10,90,189,47.6,1191,6.3,5.0,8,9,105.0,48,-58,-1.2,0,1986
68,Shane Lamb,Illinois,Big Ten,11,115,227,50.7,1414,6.2,4.3,7,13,101.7,41,32,0.8,1,1986
69,Ed Rubbert,Louisville,Ind,11,103,210,49.0,1304,6.2,5.5,4,5,102.7,33,-199,-6.0,0,1986
70,Rodney Williams,Clemson,ACC,12,98,200,49.0,1245,6.2,4.8,4,8,99.9,97,352,3.6,5,1986
71,Craig Burnett,Wyoming,WAC,12,120,200,60.0,1242,6.2,6.2,13,6,127.6,12,-46,-3.8,0,1986
72,Rich Dackin,Bowling Green State,MAC,11,114,194,58.8,1197,6.2,4.8,5,8,110.8,33,-198,-6.0,0,1986
73,Erik Wilhelm,Oregon State,Pac-10,11,283,470,60.2,2871,6.1,4.8,8,17,109.9,75,-206,-2.7,1,1986
74,Steve Slayden,Duke,ACC,11,183,313,58.5,1914,6.1,4.9,14,15,115.0,83,77,0.9,2,1986
75,Scott Runyan,Wyoming,WAC,12,138,271,50.9,1651,6.1,5.0,12,12,107.9,39,44,1.1,0,1986
76,Scott Erney,Rutgers,Ind,11,96,190,50.5,1160,6.1,4.1,6,11,100.7,21,11,0.5,1,1986
77,Rick Strom,Georgia Tech,ACC,10,87,167,52.1,1011,6.1,5.0,5,6,105.6,73,133,1.8,2,1986
78,Bruce Porter,Ohio,MAC,10,216,383,56.4,2281,6.0,5.0,13,14,110.3,45,-188,-4.2,0,1986
79,A.J. Sager,Toledo,MAC,11,96,189,50.8,1107,5.9,4.0,3,9,95.7,35,-17,-0.5,3,1986
80,Brian Menkhausen,Illinois,Big Ten,11,96,168,57.1,991,5.9,5.3,4,4,109.8,46,51,1.1,3,1986
81,Richard Pannell,Louisiana,Ind,9,81,167,48.5,989,5.9,4.1,3,8,94.6,91,226,2.5,2,1986
82,Brian McDonald,Wichita State,Ind,11,111,242,45.9,1398,5.8,4.2,4,10,91.6,50,-114,-2.3,1,1986
83,David Rascoe,Texas Christian,SWC,11,89,180,49.4,985,5.5,3.4,6,11,94.2,125,339,2.7,4,1986
84,Jeff George,Purdue,Big Ten,11,122,227,53.7,1217,5.4,2.7,4,15,91.4,30,-210,-7.0,0,1986
85,Randy Williams,Kansas State,Big 8,10,88,197,44.7,1069,5.4,2.9,4,13,83.8,64,-28,-0.4,1,1986
86,Mike Orth,Kansas,Big 8,10,144,290,49.7,1548,5.3,4.0,7,12,94.2,54,-57,-1.1,0,1986
87,Jim Miller,New Mexico State,PCAA,9,114,241,47.3,1200,5.0,3.0,10,15,90.4,147,278,1.9,3,1986
88,Billy Joe Tolliver,Texas Tech,SWC,12,145,333,43.5,1602,4.8,3.3,4,13,80.1,33,-33,-1.0,3,1986
89,Tom Ponich,Utah State,PCAA,11,107,259,41.3,1230,4.7,2.3,7,17,77.0,97,-107,-1.1,0,1986
1,Don McPherson,Syracuse,Ind,11,129,229,56.3,2341,10.2,10.0,22,11,164.3,110,230,2.1,5,1987
2,Chuck Hartlieb,Iowa,Big Ten,12,196,299,65.6,2855,9.5,9.6,19,8,161.4,41,-138,-3.4,1,1987
3,Troy Aikman,UCLA,Pac-10,12,178,273,65.2,2527,9.3,9.2,17,8,157.6,79,-87,-1.1,2,1987
4,Mike Power,Boston College,Ind,11,133,233,57.1,2071,8.9,8.0,10,9,138.2,102,-179,-1.8,5,1987
5,Eric Jones,Vanderbilt,SEC,11,139,229,60.7,1954,8.5,7.8,16,11,145.8,179,665,3.7,6,1987
6,Rodney Peete,USC,Pac-10,12,197,332,59.3,2709,8.2,7.8,21,12,141.5,70,145,2.1,3,1987
7,Dave Schnell,Indiana,Big Ten,12,121,207,58.5,1707,8.2,7.5,13,9,139.8,59,55,0.9,4,1987
8,Todd Santos,San Diego State,WAC,12,306,492,62.2,3932,8.0,7.7,26,15,140.7,70,-244,-3.5,0,1987
9,Terrence Jones,Tulane,Ind,11,192,319,60.2,2551,8.0,7.4,20,13,139.9,138,383,2.8,8,1987
10,Tommy Hodson,LSU,SEC,11,162,265,61.1,2125,8.0,7.6,15,9,140.4,22,-22,-1.0,0,1987
11,Mike Perez,San Jose State,PCAA,12,269,447,60.2,3550,7.9,7.7,23,13,138.1,43,-51,-1.2,1,1987
12,Scooter Molander,Colorado State,WAC,12,237,407,58.2,3168,7.8,6.6,16,18,127.7,72,-414,-5.8,0,1987
13,Scott Secules,Virginia,ACC,11,174,296,58.8,2311,7.8,7.4,12,8,132.3,57,45,0.8,6,1987
14,Bill Musgrave,Oregon,Pac-10,10,139,234,59.4,1836,7.8,7.4,13,8,136.8,61,-18,-0.3,0,1987
15,Sean Covey,Brigham Young,WAC,12,132,217,60.8,1688,7.8,6.6,8,9,130.0,36,-64,-1.8,2,1987
16,Jeff Burger,Auburn,SEC,11,178,267,66.7,2066,7.7,7.2,13,9,141.0,38,-180,-4.7,0,1987
17,Scott Mitchell,Utah,WAC,12,109,188,58.0,1448,7.7,7.7,9,4,134.2,21,-44,-2.1,1,1987
18,Pat Hegarty,UTEP,WAC,10,153,273,56.0,2064,7.6,5.9,13,16,123.5,78,-109,-1.4,3,1987
19,Ron Adams,Eastern Michigan,MAC,12,107,202,53.0,1527,7.6,6.1,6,9,117.4,100,425,4.3,6,1987
20,Steve Walsh,Miami (FL),Ind,11,176,298,59.1,2249,7.5,7.8,19,7,138.8,33,-8,-0.2,1,1987
21,Troy Taylor,California,Pac-10,11,169,278,60.8,2081,7.5,6.8,18,12,136.4,60,-17,-0.3,1,1987
22,Danny McCoin,Cincinnati,Ind,11,158,268,59.0,2013,7.5,7.1,13,8,132.1,60,-63,-1.1,4,1987
23,Jeff Francis,Tennessee,SEC,12,121,201,60.2,1512,7.5,6.5,8,8,128.6,43,70,1.6,1,1987
24,Todd Ellis,South Carolina,Ind,12,241,432,55.8,3206,7.4,5.4,10,24,114.7,95,-190,-2.0,0,1987
25,Steve Slayden,Duke,ACC,11,230,395,58.2,2924,7.4,6.6,20,16,129.0,99,44,0.4,3,1987
26,Dave Telford,Fresno State,PCAA,11,202,351,57.5,2589,7.4,6.8,12,10,125.1,64,-91,-1.4,0,1987
27,Danny McManus,Florida State,Ind,11,138,264,52.3,1964,7.4,7.0,14,9,125.4,12,-14,-1.2,1,1987
28,Tom Tupa,Ohio State,Big Ten,11,134,242,55.4,1786,7.4,6.5,12,10,125.5,72,45,0.6,4,1987
29,Kerwin Bell,Florida,SEC,11,140,239,58.6,1769,7.4,6.3,9,10,124.8,42,-184,-4.4,0,1987
30,Brian Johnson,Stanford,Pac-10,11,112,203,55.2,1510,7.4,5.6,11,13,122.7,41,-90,-2.2,2,1987
31,Mike Gundy,Oklahoma State,Big 8,11,170,287,59.2,2106,7.3,6.5,13,11,128.2,57,-67,-1.2,2,1987
32,Mark Maye,North Carolina,ACC,11,143,270,53.0,1965,7.3,5.4,9,15,114.0,58,-51,-0.9,0,1987
33,Ronnie Barber,Cal State Fullerton,PCAA,12,147,265,55.5,1931,7.3,6.7,15,10,127.8,70,159,2.3,3,1987
34,Billy Joe Tolliver,Texas Tech,SWC,11,97,196,49.5,1422,7.3,5.0,7,13,109.0,20,-69,-3.5,0,1987
35,Chris Mendonca,Utah,WAC,12,194,332,58.4,2389,7.2,5.8,15,17,123.5,68,-59,-0.9,4,1987
36,Brad Goebel,Baylor,SWC,11,158,305,51.8,2178,7.1,6.0,9,12,113.7,79,-175,-2.2,1,1987
37,Bob Jensen,Brigham Young,WAC,12,144,259,55.6,1833,7.1,5.4,10,14,117.0,110,84,0.8,4,1987
38,Rodney Williams,Clemson,ACC,12,101,209,48.3,1486,7.1,5.5,6,10,108.0,75,85,1.1,1,1987
39,Tony Kimbrough,Western Michigan,MAC,11,88,185,47.6,1307,7.1,6.1,9,8,114.3,51,138,2.7,1,1987
40,Jeff Graham,Long Beach State,PCAA,11,191,347,55.0,2427,7.0,6.6,9,7,118.3,61,-265,-4.3,2,1987
41,Chris Chandler,Washington,Pac-10,11,128,249,51.4,1739,7.0,5.7,9,11,113.2,46,136,3.0,3,1987
42,Rickey Foggie,Minnesota,Big Ten,11,83,175,47.4,1232,7.0,4.9,8,12,107.9,121,591,4.9,6,1987
43,Marcelle Carruthers,Central Michigan,MAC,10,108,191,56.5,1323,6.9,5.5,4,8,113.3,95,206,2.2,2,1987
44,Brent Snyder,Utah State,PCAA,11,226,427,52.9,2887,6.8,6.2,20,14,118.6,78,-113,-1.4,0,1987
45,Daniel Ford,Arizona State,Pac-10,12,128,257,49.8,1756,6.8,5.1,12,15,110.9,41,-107,-2.6,0,1987
46,Scott Mohr,Illinois,Big Ten,11,106,212,50.0,1436,6.8,5.9,7,7,111.2,30,-138,-4.6,0,1987
47,Craig Burnett,Wyoming,WAC,13,258,467,55.2,3131,6.7,6.1,21,16,119.6,31,-45,-1.5,2,1987
48,Rich Dackin,Bowling Green State,MAC,11,189,330,57.3,2211,6.7,5.3,13,16,116.9,50,-58,-1.2,1,1987
49,T.J. Rubley,Tulsa,Ind,11,159,313,50.8,2058,6.6,4.9,12,17,107.8,51,-156,-3.1,1,1987
50,Tim Phillips,Kent State,MAC,11,141,248,56.9,1625,6.6,5.2,4,9,110.0,62,50,0.8,4,1987
51,Matt Knizner,Penn State,Ind,11,113,223,50.7,1478,6.6,4.8,7,12,105.9,57,-92,-1.6,0,1987
52,Barry Garrison,New Mexico,WAC,11,277,489,56.6,3163,6.5,4.8,17,26,111.8,60,-98,-1.6,2,1987
53,Erik Wilhelm,Oregon State,Pac-10,11,226,423,53.4,2736,6.5,5.0,17,21,111.1,41,-123,-3.0,0,1987
54,Brett Favre,Southern Mississippi,Ind,11,79,194,40.7,1264,6.5,5.0,15,13,107.6,57,169,3.0,1,1987
55,Dan Henning,Maryland,ACC,11,157,287,54.7,1835,6.4,5.1,9,12,110.4,53,-53,-1.0,0,1987
56,Mike Greenfield,Northwestern,Big Ten,11,92,199,46.2,1265,6.4,4.5,6,11,98.5,142,425,3.0,6,1987
57,David Rascoe,Texas Christian,SWC,11,88,173,50.9,1110,6.4,4.1,9,13,106.9,130,373,2.9,6,1987
58,Timm Rosenbach,Washington State,Pac-10,11,222,390,56.9,2446,6.3,4.1,11,24,106.6,138,297,2.2,5,1987
59,Brett Sadek,Iowa State,Big 8,10,117,229,51.1,1443,6.3,5.7,7,6,108.9,84,21,0.3,2,1987
60,Jay Gruden,Louisville,Ind,11,209,397,52.6,2481,6.2,4.7,17,21,108.7,56,-190,-3.4,1,1987
61,Mike Bates,Miami (OH),MAC,11,218,359,60.7,2218,6.2,3.9,7,21,107.4,41,-157,-3.8,1,1987
62,Wade Kosakowski,Ball State,MAC,11,130,237,54.9,1477,6.2,4.9,7,10,108.5,42,9,0.2,2,1987
63,Scott Erney,Rutgers,Ind,9,122,225,54.2,1369,6.1,5.5,7,6,110.3,50,-99,-2.0,0,1987
64,Shawn McCarthy,Purdue,Big Ten,11,98,177,55.4,1088,6.1,3.9,5,11,103.9,10,-53,-5.3,0,1987
65,Mike Elkins,Wake Forest,ACC,11,169,317,53.3,1915,6.0,3.8,7,19,99.4,54,-89,-1.6,2,1987
66,Erik Chapman,Virginia Tech,Ind,11,119,231,51.5,1340,5.8,3.9,10,14,102.4,92,-94,-1.0,2,1987
67,Dave Kruse,Western Michigan,MAC,11,125,278,45.0,1592,5.7,3.1,4,18,84.9,38,-86,-2.3,1,1987
68,Mark Young,Ole Miss,SEC,11,140,261,53.6,1490,5.7,4.3,9,12,103.8,53,82,1.5,3,1987
69,Mark Comalander,Rice,SWC,11,102,214,47.7,1191,5.6,3.5,7,13,93.1,32,-36,-1.1,3,1987
70,Gary Swim,Kansas State,Big 8,11,115,235,48.9,1304,5.5,4.1,8,11,97.4,29,-116,-4.0,0,1987
71,Andy Kubik,Akron,Ind,11,131,313,41.9,1675,5.4,4.1,10,13,89.0,57,20,0.4,3,1987
72,Bret Stafford,Texas,SWC,10,127,249,51.0,1317,5.3,3.5,7,13,94.3,72,53,0.7,4,1987
73,Doug Downing,Purdue,Big Ten,11,102,200,51.0,1065,5.3,3.5,6,11,94.6,53,25,0.5,0,1987
74,Anthony Thornton,Ohio,MAC,10,75,180,41.7,949,5.3,4.6,1,3,84.5,160,524,3.3,4,1987
75,Phil Vinson,New Mexico State,PCAA,11,114,275,41.5,1256,4.6,2.7,3,13,74.0,89,39,0.4,0,1987
76,Scott Sims,UNLV,PCAA,11,76,180,42.2,809,4.5,1.7,6,14,75.4,34,26,0.8,0,1987
1,Major Harris,West Virginia,Ind,12,105,186,56.5,1915,10.3,9.9,14,8,159.2,134,610,4.6,6,1988
2,Timm Rosenbach,Washington State,Pac-10,12,218,338,64.5,3097,9.2,9.1,24,11,158.4,129,336,2.6,10,1988
3,Mike Gundy,Oklahoma State,Big 8,11,153,236,64.8,2163,9.2,8.5,19,12,158.2,58,-42,-0.7,3,1988
4,Todd Philcox,Syracuse,Ind,11,141,234,60.3,2076,8.9,8.1,16,11,147.9,73,1,0.0,0,1988
5,Warren Jones,Hawaii,WAC,12,138,259,53.3,2268,8.8,8.3,19,11,142.6,201,669,3.3,8,1988
6,Chip Ferguson,Florida State,Ind,11,122,194,62.9,1714,8.8,7.9,16,11,153.0,18,-8,-0.4,0,1988
7,Dave Schnell,Indiana,Big Ten,12,119,225,52.9,1877,8.3,6.5,9,13,124.6,83,307,3.7,5,1988
8,Sean Covey,Brigham Young,WAC,12,174,319,54.5,2607,8.2,7.6,13,10,130.4,68,-82,-1.2,4,1988
9,Scott Mitchell,Utah,WAC,11,323,533,60.6,4322,8.1,7.9,29,15,141.0,56,-23,-0.4,0,1988
10,Chuck Hartlieb,Iowa,Big Ten,12,258,409,63.1,3310,8.1,7.8,14,9,138.0,54,-240,-4.4,1,1988
11,Billy Joe Tolliver,Texas Tech,SWC,11,190,354,53.7,2869,8.1,7.8,20,11,134.2,55,-182,-3.3,1,1988
12,Tom Sullivan,Eastern Michigan,MAC,10,114,205,55.6,1664,8.1,5.8,5,13,119.2,61,-130,-2.1,2,1988
13,Steve Walsh,Miami (FL),Ind,11,233,390,59.7,3115,8.0,8.1,29,12,145.2,15,-33,-2.2,0,1988
14,Reggie Slack,Auburn,SEC,11,168,279,60.2,2230,8.0,6.9,9,11,130.1,39,-17,-0.4,2,1988
15,Matt Baker,Temple,Ind,11,101,193,52.3,1539,8.0,7.0,15,11,133.6,98,76,0.8,0,1988
16,Anthony Dilweg,Duke,ACC,11,287,484,59.3,3824,7.9,7.2,24,18,134.6,55,-111,-2.0,2,1988
17,Randy Welniak,Wyoming,WAC,13,199,354,56.2,2791,7.9,7.7,21,11,135.8,151,415,2.7,16,1988
18,Ken Lutz,San Jose State,Big West,12,199,321,62.0,2547,7.9,6.3,16,19,133.3,93,-47,-0.5,2,1988
19,Mike Elkins,Wake Forest,ACC,11,165,280,58.9,2205,7.9,7.3,14,10,134.4,47,69,1.5,1,1988
20,Rodney Peete,USC,Pac-10,12,223,359,62.1,2812,7.8,7.3,18,12,137.8,68,68,1.0,5,1988
21,Troy Aikman,UCLA,Pac-10,12,228,354,64.4,2771,7.8,8.0,24,9,147.4,78,83,1.1,1,1988
22,Pat Hegarty,UTEP,WAC,13,195,357,54.6,2732,7.7,7.5,18,9,130.5,65,66,1.0,1,1988
23,Shawn Moore,Virginia,ACC,11,141,282,50.0,2158,7.7,6.5,15,14,121.9,159,368,2.3,10,1988
24,Mark Barsotti,Fresno State,Big West,12,116,232,50.0,1795,7.7,6.4,9,11,118.3,62,51,0.8,1,1988
